# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-a" "data/sacCer3.ensGene.gtf" "-o" "data/sacCer.featureCounts.tsv" "bam/WT_C_1.bam" "bam/WT_C_2.bam" "bam/WT_C_3.bam" "bam/WT_E_1.bam" "bam/WT_E_2.bam" "bam/WT_E_3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/WT_C_1.bam	bam/WT_C_2.bam	bam/WT_C_3.bam	bam/WT_E_1.bam	bam/WT_E_2.bam	bam/WT_E_3.bam
YBR098W	chrII	441515	443590	+	2076	241	209	275	196	350	301
YBR099C	chrII	442924	443307	-	384	0	0	0	0	0	0
YBR101C	chrII	443821	444693	-	873	3140	4560	3972	4537	6395	4554
YBR102C	chrII	445062	447323	-	2262	534	443	508	784	698	668
YBR103W	chrII	447709	449316	+	1608	1051	990	1177	1203	1297	1228
YBR103C-A	chrII	449320	449463	-	144	0	8	10	4	6	3
YBR104W	chrII	449667	450656	+	990	3018	3223	2517	644	369	435
YBR105C	chrII	450881	451969	-	1089	637	501	1269	4757	1435	2384
YBR106W	chrII	452658	453224	+	567	11675	12905	10713	12986	10669	9067
YBR107C	chrII	453793	454530	-	738	488	452	461	750	581	513
YBR108W	chrII	454822	457665	+	2844	261	233	372	821	836	902
YBR109C	chrII	457919	458362	-	444	4188	3508	3767	5369	4657	4729
YBR109W-A	chrII	458608	458832	+	225	64	49	53	90	11	30
YBR110W	chrII	458872	460221	+	1350	1285	1109	1388	1468	1097	1252
YBR111C	chrII	461178	461873	-	696	4294	5126	5356	12700	10651	10188
YBR111W-A	chrII;chrII;chrII	462139;462290;462500	462209;462429;462579	+;+;+	291	1101	1396	1223	1640	1677	1682
YBR112C	chrII	462870	465770	-	2901	1104	964	1107	900	1065	1042
YBR113W	chrII	465566	466048	+	483	25	15	24	6	13	26
YBR114W	chrII	467248	469620	+	2373	528	459	710	1767	1544	1332
YBR115C	chrII	469748	473926	-	4179	2699	2493	2763	828	887	844
YBR116C	chrII	474199	474726	-	528	4	6	5	373	707	394
YBR117C	chrII	474392	476437	-	2046	70	77	88	12376	17988	20906
YBR118W	chrII	477671	479047	+	1377	12896	10057	13221	8880	8665	8926
YBR119W	chrII;chrII	479338;479435	479345;480323	+;+	897	996	835	931	1306	1583	1395
YBR120C	chrII	480435	480923	-	489	948	940	863	2094	2996	1626
YBR121C	chrII	481364	483367	-	2004	7745	6834	8525	4382	2634	3481
YBR121C-A	chrII	482326	482484	-	159	0	0	0	0	0	0
YBR122C	chrII	483970	484503	-	534	1919	2234	1977	4701	4225	3309
YBR123C	chrII	484742	486691	-	1950	465	493	527	662	814	859
YBR124W	chrII	486507	486866	+	360	0	2	1	1	2	0
YBR125C	chrII	487199	488380	-	1182	765	771	918	1698	1701	1229
YBR126C	chrII	488905	490392	-	1488	4179	3706	8224	14558	28750	33957
YBR126W-A	chrII	490850	491056	+	207	388	394	370	471	550	489
YBR126W-B	chrII	490927	491070	+	144	77	110	90	120	149	131
YBR127C	chrII	491269	492822	-	1554	5203	3534	4765	5492	4954	6500
YBR128C	chrII	493081	494115	-	1035	196	162	272	395	705	833
YBR129C	chrII	494353	495339	-	987	981	1017	1476	1126	1471	1596
YBR130C	chrII	495592	496869	-	1278	915	625	1119	555	706	938
YBR131W	chrII	497163	499277	+	2115	201	157	196	312	303	313
YBR131C-A	chrII	497650	497739	-	90	0	0	0	0	0	0
YBR132C	chrII	499652	501442	-	1791	99	85	199	141	396	296
YBR133C	chrII	501804	504287	-	2484	806	645	781	497	656	619
YBR134W	chrII	504243	504644	+	402	11	6	6	4	3	2
YBR135W	chrII	504854	505306	+	453	843	732	810	598	595	684
YBR136W	chrII	505668	512774	+	7107	233	255	289	616	608	551
YBR137W	chrII	513044	513583	+	540	1614	2023	1577	3637	3843	3399
YBR138C	chrII	513762	515336	-	1575	508	426	327	389	874	724
YBR139W	chrII	515664	517190	+	1527	1982	1527	1668	1877	4362	4126
YBR140C	chrII	517350	526628	-	9279	807	923	1007	1706	1910	1372
YBR141C	chrII	527025	528038	-	1014	278	214	288	231	171	200
YBR141W-A	chrII	527167	527262	+	96	0	0	0	0	0	0
YBR142W	chrII	528317	530638	+	2322	1450	1169	1005	764	220	285
YBR143C	chrII	530869	532182	-	1314	10465	10165	10492	5047	2764	4506
YBR144C	chrII	533235	533549	-	315	11	10	22	6	6	2
YBR145W	chrII	533762	534817	+	1056	6565	7076	6954	994	996	1637
YBR146W	chrII	535260	536096	+	837	1761	1515	1854	5024	4118	2692
YBR147W	chrII	536575	537465	+	891	890	1056	1187	306	984	1505
YBR148W	chrII	537876	539705	+	1830	46	95	148	75	178	242
YBR149W	chrII	539987	541021	+	1035	3669	3221	4744	15477	16304	14928
YBR150C	chrII	541209	544493	-	3285	229	284	439	737	760	706
YBR151W	chrII	545028	545978	+	951	3414	3617	4071	9335	10905	10144
YBR152W	chrII	546376	547251	+	876	132	119	178	204	123	223
YBR153W	chrII	547460	548194	+	735	881	890	813	1061	928	699
YBR154C	chrII	548362	549009	-	648	5306	6008	4329	2866	1523	2060
YBR155W	chrII	549771	550928	+	1158	624	555	536	672	433	417
YBR156C	chrII	551104	553200	-	2097	268	161	210	194	236	123
YBR157C	chrII	553543	554310	-	768	844	895	574	337	604	860
YBR158W	chrII	556549	558198	+	1650	3859	3293	3958	1173	1342	2734
YBR159W	chrII	558685	559728	+	1044	4390	4540	4559	5654	3776	5112
YBR160W	chrII	560078	560974	+	897	1649	1513	1489	2147	2189	1554
YBR161W	chrII	561634	562764	+	1131	724	697	930	758	1534	1269
YBR162C	chrII	563203	564570	-	1368	5144	4125	4873	2354	2009	2160
YBR162W-A	chrII	565231	565428	+	198	2443	2926	2179	1872	2068	1535
YBR163W	chrII	565723	567480	+	1758	560	449	733	653	654	760
YBR164C	chrII	567875	568426	-	552	2250	2543	2627	2275	2099	2363
YBR165W	chrII	568852	569685	+	834	706	673	930	555	818	801
YBR166C	chrII	569842	571200	-	1359	2168	2096	2023	1735	1520	1445
YBR167C	chrII	571468	571890	-	423	590	621	535	546	548	475
YBR168W	chrII	572371	573612	+	1242	378	410	632	491	610	860
YBR169C	chrII	573915	575996	-	2082	1182	1362	2527	10453	13570	14603
YBR170C	chrII	576344	578086	-	1743	696	591	831	1869	2339	2017
YBR171W	chrII	578364	578984	+	621	2057	2202	1987	1688	1548	1484
YBR172C	chrII	579150	581372	-	2223	1753	1607	1420	1855	987	1124
YBR173C	chrII	581726	582172	-	447	2618	2510	2561	5397	4763	4279
YBR174C	chrII	582338	582652	-	315	3	4	1	2	0	1
YBR175W	chrII	582408	583355	+	948	566	763	778	554	629	668
YBR176W	chrII	583720	584658	+	939	568	544	624	854	942	888
YBR177C	chrII	584807	586162	-	1356	3757	3491	3158	1820	1490	1735
YBR178W	chrII	586071	586445	+	375	4	0	5	3	6	11
YBR179C	chrII	586547	589114	-	2568	790	766	793	1589	1415	1196
YBR180W	chrII	589741	591459	+	1719	63	32	44	32	36	34
YBR181C	chrII;chrII	591712;592769	592416;592774	-;-	711	12342	13979	12724	4765	2275	3631
YBR182C	chrII	593506	594864	-	1359	285	249	279	3260	713	361
YBR182C-A	chrII	595361	595555	-	195	15	15	16	37	17	22
YBR183W	chrII	596115	597065	+	951	1798	2653	2035	4927	3700	3470
YBR184W	chrII	597363	598934	+	1572	149	194	116	242	279	117
YBR185C	chrII	599123	599959	-	837	815	853	915	2794	2300	1777
YBR186W	chrII;chrII	600553;602217	602103;602360	+;+	1695	130	110	173	139	114	170
YBR187W	chrII	602634	603476	+	843	2376	2558	2723	967	826	1055
YBR188C	chrII	603685	604107	-	423	553	557	577	806	846	880
YBR189W	chrII;chrII	604508;604928	604514;605508	+;+	588	27308	27077	27150	9386	5248	9595
YBR190W	chrII	605966	606277	+	312	6	6	11	0	2	3
YBR191W	chrII;chrII	606270;606669	606280;607140	+;+	483	14883	14610	15400	5077	2257	4003
YBR191W-A	chrII	607149	607223	+	75	205	251	287	52	34	29
YBR192W	chrII	607652	608785	+	1134	1049	1122	1033	1566	1443	1167
YBR193C	chrII	609082	609753	-	672	411	304	362	606	856	732
YBR194W	chrII	610038	610409	+	372	383	357	332	545	692	637
YBR195C	chrII	610614	611882	-	1269	555	478	591	678	648	730
YBR196C	chrII	612236	613900	-	1665	19747	17594	23246	23829	13431	17998
YBR196C-A	chrII	614024	614173	-	150	19	12	21	7	2	5
YBR196C-B	chrII	614526	614630	-	105	45	41	38	9	12	14
YBR197C	chrII	615203	615856	-	654	330	251	278	387	442	478
YBR198C	chrII	616127	618523	-	2397	826	663	861	921	956	1264
YBR199W	chrII	618909	620303	+	1395	3690	3869	5148	5203	6550	7992
YBR200W	chrII	620872	622527	+	1656	654	545	737	942	983	1067
YBR200W-A	chrII	622983	623147	+	165	4	10	9	74	136	14
YBR201W	chrII	623576	624211	+	636	771	944	822	1387	1559	1180
YBR201C-A	chrII	624493	624696	-	204	167	222	151	399	430	305
YBR202W	chrII	625772	628309	+	2538	858	676	927	553	437	796
YBR203W	chrII	629168	631942	+	2775	273	325	360	829	1163	843
YBR204C	chrII	632254	633381	-	1128	612	550	886	1316	1864	1951
YBR205W	chrII	633622	634836	+	1215	1672	1578	1978	1245	1173	1505
YBR206W	chrII	634601	634924	+	324	95	68	89	73	119	77
YBR207W	chrII	635146	636543	+	1398	1811	1891	2786	2686	2368	2312
YBR208C	chrII	636703	642210	-	5508	1945	2288	1861	743	784	490
YBR209W	chrII	642583	642900	+	318	38	41	32	61	100	101
tC(GCA)B	chrII	643007	643078	-	72	3	1	0	1	2	6
tE(UUC)B	chrII	645167	645238	+	72	0	3	0	1	0	0
YBR210W	chrII	645550	645978	+	429	788	1120	1053	636	711	1003
YBR211C	chrII	646158	647132	-	975	673	675	1105	526	724	797
YBR212W	chrII	647886	649904	+	2019	629	369	670	664	1314	980
YBR213W	chrII	650368	651192	+	825	57	39	49	37	30	25
YBR214W	chrII	651415	652998	+	1584	658	552	1235	3087	5366	5338
YBR215W	chrII;chrII	653356;653453	653368;655317	+;+	1878	784	514	622	991	970	893
YBR216C	chrII	655576	657600	-	2025	526	472	610	742	780	1079
YBR217W	chrII	657832	658392	+	561	449	493	537	473	529	593
YBR218C	chrII	658707	662249	-	3543	3740	3401	4474	1310	2429	3641
YBR219C	chrII;chrII	662499;663003	662581;663303	-;-	384	0	1	0	0	0	0
YBR220C	chrII	662995	664677	-	1683	1022	626	934	580	272	520
YBR221C	chrII	665153	666253	-	1101	5105	3691	6099	7350	6548	8207
YBR221W-A	chrII	666538	666642	+	105	9	20	17	66	99	53
YBR222C	chrII	666720	668351	-	1632	899	797	1106	3471	3230	2994
YBR223C	chrII	668663	670297	-	1635	122	117	167	297	354	399
YBR223W-A	chrII	668721	668840	+	120	0	0	0	0	0	0
YBR224W	chrII	670125	670640	+	516	7	1	0	8	5	10
YBR225W	chrII	670627	673329	+	2703	206	174	320	320	508	676
YBR226C	chrII	673155	673565	-	411	17	25	45	40	107	66
YBR227C	chrII	673572	675134	-	1563	1029	844	997	958	948	1056
YBR228W	chrII	675313	676227	+	915	343	268	409	430	609	679
YBR229C	chrII	676357	679221	-	2865	733	518	1071	1221	1305	1729
YBR230C	chrII;chrII	679549;680040	679942;680050	-;-	405	1289	1071	1762	4907	7521	6357
YBR230W-A	chrII	680362	680562	+	201	569	730	488	2216	2146	1635
LSR1	chrII	680688	681862	-	1175	207	300	176	414	653	183
YBR231C	chrII	682179	683090	-	912	345	426	354	836	1427	1253
YBR232C	chrII	683373	683732	-	360	7	3	15	10	19	9
YBR233W	chrII	683428	684669	+	1242	284	281	287	411	546	350
YBR233W-A	chrII	684977	685261	+	285	521	649	744	387	541	675
YBR234C	chrII	685438	686592	-	1155	2214	1372	1381	2801	4108	3870
YBR235W	chrII	686901	690263	+	3363	615	643	740	954	951	975
YBR236C	chrII	690383	691693	-	1311	1425	1322	1267	2296	1788	1997
YBR237W	chrII	691969	694518	+	2550	595	541	754	865	835	934
YBR238C	chrII	695107	697302	-	2196	335	304	446	589	19	52
YBR239C	chrII	698354	699943	-	1590	336	317	276	427	484	474
YBR240C	chrII	700490	701842	-	1353	162	194	166	448	383	463
YBR241C	chrII	702589	704055	-	1467	218	203	324	1324	2622	2911
YBR242W	chrII	704670	705386	+	717	1460	1399	829	1309	861	608
YBR243C	chrII	705447	706793	-	1347	526	359	526	297	534	463
YBR244W	chrII	707528	708016	+	489	250	352	1922	522	1000	2089
YBR245C	chrII	708150	711539	-	3390	760	799	715	721	741	657
YBR246W	chrII	711591	712754	+	1164	853	635	755	812	779	786
YBR247C	chrII	713004	714455	-	1452	1309	818	784	641	263	283
YBR248C	chrII	714807	716465	-	1659	2981	2154	2169	1296	803	1325
YBR249C	chrII	716882	717994	-	1113	12651	10350	12247	2922	1441	2698
YBR250W	chrII	719033	720604	+	1572	51	38	49	39	51	70
YBR251W	chrII	721390	722313	+	924	1027	1008	1159	2851	3156	2298
YBR252W	chrII	722611	723054	+	444	2357	2702	1965	1195	1062	1182
YBR253W	chrII	723270	723635	+	366	1186	1451	1257	1566	1675	1542
YBR254C	chrII	723736	724263	-	528	794	1003	733	532	478	662
YBR255W	chrII	724456	726540	+	2085	548	458	572	961	965	1021
YBR255C-A	chrII;chrII	726618;727012	726917;727074	-;-	363	629	649	587	1686	1735	1165
YBR256C	chrII	727386	728102	-	717	7808	9559	7838	8174	8974	9055
YBR257W	chrII	728885	729724	+	840	722	761	737	802	678	604
YBR258C	chrII	729734	730162	-	429	388	441	455	607	585	520
YBR259W	chrII	730387	732453	+	2067	363	358	386	555	409	405
YBR260C	chrII	732639	734639	-	2001	462	345	453	806	784	649
YBR261C	chrII	734832	735530	-	699	1216	965	891	1063	826	959
YBR262C	chrII	735720	736040	-	321	1700	2171	1447	3836	4008	2703
YBR263W	chrII	736264	737736	+	1473	1675	1512	1742	1699	1553	1604
YBR264C	chrII	737770	738369	-	600	492	474	536	606	888	812
YBR265W	chrII	738582	739544	+	963	1123	1028	1006	822	963	980
YBR267W	chrII	739841	741022	+	1182	976	742	671	697	237	216
YBR266C	chrII	739936	740388	-	453	0	0	0	0	0	0
YBR268W	chrII	741299	741616	+	318	693	679	805	1570	1705	1175
YBR269C	chrII	742160	742576	-	417	562	556	597	1947	3148	2499
YBR270C	chrII	742761	744398	-	1638	214	207	372	491	602	780
YBR271W	chrII	744852	746111	+	1260	600	506	516	370	234	295
YBR272C	chrII	746361	747803	-	1443	723	756	758	1546	1662	1510
YBR273C	chrII	748061	749371	-	1311	1198	1054	1149	2623	3141	2899
YBR274W	chrII	749594	751177	+	1584	533	446	695	888	991	894
YBR275C	chrII	751356	757106	-	5751	780	692	745	499	358	344
YBR276C	chrII	757620	760043	-	2424	929	777	1141	1125	962	1067
YBR277C	chrII	760215	760616	-	402	1	1	1	0	0	1
YBR278W	chrII	760294	760899	+	606	270	306	352	310	375	507
YBR279W	chrII	761257	762594	+	1338	1657	1347	1882	1935	2432	2353
YBR280C	chrII	762784	764697	-	1914	309	296	486	1150	2966	2522
YBR281C	chrII	764970	767606	-	2637	549	503	691	585	493	561
YBR282W	chrII	768240	768680	+	441	1633	1884	1373	4182	3767	2661
YBR283C	chrII	768943	770415	-	1473	2436	2289	3171	2438	2341	2418
YBR284W	chrII	771239	773632	+	2394	67	55	111	375	875	648
YBR285W	chrII	773922	774356	+	435	61	112	283	881	1960	2194
YBR286W	chrII	774700	776313	+	1614	7013	4202	7737	11864	16524	21207
YBR287W	chrII	776571	777854	+	1284	3099	2836	2758	4557	3765	3077
YBR288C	chrII	778012	779463	-	1452	1259	1247	1356	1107	983	1093
YBR289W	chrII	779667	782384	+	2718	556	412	427	640	612	625
YBR290W	chrII	782591	783556	+	966	1979	2209	2524	2939	3654	3551
YBR291C	chrII	783673	784572	-	900	703	755	665	765	792	583
YBR292C	chrII	784702	785073	-	372	12	15	25	34	39	15
YBR293W	chrII	787006	788430	+	1425	582	467	707	693	533	540
YBR294W	chrII	789235	791814	+	2580	268	187	303	379	440	489
YBR295W	chrII	792849	796499	+	3651	256	282	217	1009	543	278
YBR296C	chrII	796798	798522	-	1725	31	11	29	36	70	62
YBR296C-A	chrII	800123	800242	-	120	2	0	0	0	0	0
YBR297W	chrII	800523	801929	+	1407	210	200	245	753	782	596
YBR298C	chrII	802631	804475	-	1845	368	347	1617	1241	2089	1937
YBR298C-A	chrII	805035	805256	-	222	0	4	5	4	4	5
YBR299W	chrII	805351	807105	+	1755	12	10	29	125	106	60
YBR300C	chrII	808600	809097	-	498	0	3	2	2	2	2
YBR301W	chrII	809057	809419	+	363	0	3	1	2	6	4
YBR302C	chrII	810340	811479	-	1140	40	48	13	78	138	32
YNL339C	chrXIV;chrXIV	371;6080	5931;6098	-;-	5580	0	0	0	0	0	0
YNL339W-B	chrXIV	734	1216	+	483	0	0	0	0	0	0
YNL339W-A	chrXIV	1517	2092	+	576	0	0	0	0	0	0
YNL338W	chrXIV	6561	6719	+	159	0	0	0	0	0	0
YNL337W	chrXIV	7165	7419	+	255	0	0	0	0	0	0
YNL336W	chrXIV	8330	9475	+	1146	810	987	692	1796	2173	1392
YNL335W	chrXIV	11452	12129	+	678	15	8	6	29	32	29
YNL334C	chrXIV	12208	12876	-	669	52	46	42	72	59	50
YNL333W	chrXIV	13267	14163	+	897	136	112	115	415	379	326
YNL332W	chrXIV	14832	15854	+	1023	20	12	13	209	274	64
YNL331C	chrXIV	16118	17248	-	1131	311	369	446	763	831	763
YNL330C	chrXIV	18001	19302	-	1302	1579	1425	1814	1833	1999	2135
YNL329C	chrXIV	19541	22633	-	3093	744	817	663	1095	1124	995
YNL328C	chrXIV	22834	23274	-	441	64	35	38	58	60	67
YNL327W	chrXIV	24048	27173	+	3126	5920	3847	2646	2473	3643	4957
YNL326C	chrXIV	27337	28347	-	1011	674	793	788	941	941	1122
YNL325C	chrXIV	28739	31378	-	2640	340	413	418	927	856	701
YNL324W	chrXIV	31050	31445	+	396	1	0	1	3	4	0
YNL323W	chrXIV	31944	33188	+	1245	859	772	885	1304	1232	1187
YNL322C	chrXIV	33294	34235	-	942	1014	850	1244	1864	2828	3216
YNL321W	chrXIV	34696	37422	+	2727	301	241	432	328	716	738
YNL320W	chrXIV	37700	38554	+	855	491	605	746	676	966	874
YNL319W	chrXIV	38642	39082	+	441	11	19	14	16	26	9
YNL318C	chrXIV	38707	40329	-	1623	0	1	2	5	4	3
YNL317W	chrXIV	40619	42016	+	1398	387	304	468	563	760	736
YNL316C	chrXIV	42071	43075	-	1005	624	487	509	563	676	645
YNL315C	chrXIV	43324	44280	-	957	2341	2372	2130	5290	4018	2820
YNL314W	chrXIV	44447	45214	+	768	460	410	402	692	673	767
YNL313C	chrXIV	45308	48022	-	2715	1028	882	772	584	275	247
YNL312W	chrXIV;chrXIV	48287;48402	48293;49216	+;+	822	1861	1912	1955	1741	1697	1287
YNL311C	chrXIV	49397	51688	-	2292	920	908	857	621	541	548
YNL310C	chrXIV	51907	52431	-	525	755	662	756	742	965	1072
YNL309W	chrXIV	52662	53924	+	1263	151	128	173	181	189	174
YNL308C	chrXIV	54122	55897	-	1776	1974	1178	1437	1208	576	665
YNL307C	chrXIV	56446	57573	-	1128	1559	1227	1454	545	661	868
YNL306W	chrXIV	58155	58808	+	654	2226	2561	2039	5735	5813	4327
YNL305C	chrXIV	58898	59791	-	894	1036	856	1332	2541	4438	5030
YNL304W	chrXIV	60297	61550	+	1254	301	174	317	244	463	479
YNL303W	chrXIV	61510	61857	+	348	363	438	450	116	98	113
YNL302C	chrXIV;chrXIV	61958;62924	62372;62943	-;-	435	19130	19978	18984	7103	4340	7016
YNL301C	chrXIV;chrXIV	63570;64451	64018;64562	-;-	561	5931	5876	5404	1475	907	1618
YNL300W	chrXIV	65744	66052	+	309	248	260	486	129	150	58
YNL299W	chrXIV	66517	68445	+	1929	570	535	517	456	368	234
YNL298W	chrXIV	68915	71443	+	2529	530	586	551	385	388	392
YNL297C	chrXIV	71673	76583	-	4911	832	928	972	1278	1570	1201
YNL296W	chrXIV	76273	76587	+	315	0	0	0	0	0	0
YNL295W	chrXIV	76946	78520	+	1575	371	289	505	738	800	672
YNL294C	chrXIV	78659	80260	-	1602	1216	1095	1235	1894	1992	2044
YNL293W	chrXIV	80640	82541	+	1902	603	609	886	1341	1646	1629
YNL292W	chrXIV	82806	84017	+	1212	814	603	648	564	470	456
YNL291C	chrXIV	84169	85815	-	1647	705	622	980	688	610	653
YNL290W	chrXIV	86218	87240	+	1023	1566	1242	901	1208	1150	794
YNL289W	chrXIV	87897	88736	+	840	855	649	622	740	2076	544
snR40	chrXIV	89210	89306	+	97	28	45	31	25	18	15
YNL288W	chrXIV	90303	91424	+	1122	1258	920	1413	1040	1083	1241
YNL287W	chrXIV	91994	94801	+	2808	2586	1666	2265	2743	2679	2529
YNL286W	chrXIV	95223	96080	+	858	909	1105	817	1573	1524	1157
YNL285W	chrXIV	96173	96544	+	372	3	5	1	14	11	18
tG(UCC)N	chrXIV	96241	96312	-	72	0	0	0	0	0	0
YNL284C-B	chrXIV	96964	102232	-	5269	8	15	101	23	8	121
YNL284C-A	chrXIV	100910	102232	-	1323	0	0	0	0	0	0
tN(GUU)N1	chrXIV	102716	102789	+	74	5	3	13	0	1	18
YNL284C	chrXIV	103134	104102	-	969	2018	1997	2010	3414	3358	2419
tT(AGU)N1	chrXIV	104805	104877	+	73	9	10	7	0	1	3
YNL283C	chrXIV	105184	106695	-	1512	725	606	731	531	576	376
YNL282W	chrXIV	107687	108274	+	588	438	352	261	184	82	128
YNL281W	chrXIV	108467	108928	+	462	4011	4702	3257	4943	6044	5106
YNL280C	chrXIV	109095	110411	-	1317	1911	1635	1615	1870	1976	2607
YNL279W	chrXIV	110917	112902	+	1986	120	132	182	123	234	208
YNL278W	chrXIV	113271	116453	+	3183	190	137	242	177	202	266
YNL277W-A	chrXIV	116679	116867	+	189	5	6	0	13	25	13
YNL277W	chrXIV	117349	118809	+	1461	203	196	316	225	333	407
YNL276C	chrXIV	118431	118826	-	396	2	10	8	3	12	11
YNL275W	chrXIV	119268	120998	+	1731	353	329	544	398	421	457
YNL274C	chrXIV	121118	122170	-	1053	2210	2088	2204	9595	16371	15138
YNL273W	chrXIV	122883	126599	+	3717	360	319	359	247	302	274
YNL272C	chrXIV	126805	129084	-	2280	1028	852	1107	920	965	1083
YNL271C	chrXIV	129522	135383	-	5862	692	790	1127	1081	1132	1242
YNL270C	chrXIV	135940	137661	-	1722	67	61	74	160	169	177
YNL269W	chrXIV	137699	138094	+	396	10	6	6	8	17	15
YNL268W	chrXIV	138550	140385	+	1836	3030	2201	2663	2570	1785	2250
YNL267W	chrXIV	140878	144078	+	3201	1038	834	859	1152	1191	1157
YNL266W	chrXIV	144245	144664	+	420	32	34	37	48	92	51
YNL265C	chrXIV;chrXIV	144280;145255	145149;145281	-;-	897	654	533	598	1038	830	939
YNL264C	chrXIV	145563	146615	-	1053	682	694	951	621	661	909
YNL263C	chrXIV	146896	147840	-	945	1094	830	1066	665	1330	1373
YNL262W	chrXIV	148212	154880	+	6669	650	553	737	612	425	358
YNL261W	chrXIV	155100	156539	+	1440	626	590	740	709	695	931
YNL260C	chrXIV	156859	157455	-	597	620	627	577	704	530	670
YNL259C	chrXIV	157644	157865	-	222	1209	1405	1082	2087	1791	1505
YNL258C	chrXIV	158109	160373	-	2265	940	1035	1120	1656	1327	1255
YNL257C	chrXIV	160631	164320	-	3690	1014	1027	1182	900	955	968
YNL256W	chrXIV	164623	167097	+	2475	2055	1782	1626	1109	460	463
YNL255C	chrXIV	167329	167790	-	462	9968	10389	9323	4131	2489	3348
YNL254C	chrXIV	168043	169248	-	1206	344	214	303	431	200	229
YNL253W	chrXIV	170018	171286	+	1269	794	829	869	1181	987	1032
YNL252C	chrXIV	171441	172286	-	846	999	804	744	2315	2473	1463
YNL251C	chrXIV	172588	174315	-	1728	524	304	575	240	528	644
YNL250W	chrXIV	175410	179348	+	3939	312	322	399	787	708	606
YNL249C	chrXIV	179394	181022	-	1629	491	454	461	794	560	569
YNL248C	chrXIV	181361	182608	-	1248	4083	3619	2974	1159	214	457
YNL247W	chrXIV	182875	185178	+	2304	2867	2596	2950	1615	847	1186
YNL246W	chrXIV;chrXIV	185460;185587	185491;186349	+;+	795	1618	1720	1510	1411	1287	1495
YNL245C	chrXIV	186346	186885	-	540	451	421	378	566	517	422
YNL244C	chrXIV	187170	187496	-	327	6630	7965	6411	4729	3891	3968
YNL243W	chrXIV	188051	190957	+	2907	1648	1341	1873	1802	2369	3251
YNL242W	chrXIV	191324	196102	+	4779	317	297	268	642	821	780
YNL241C	chrXIV	196426	197943	-	1518	1287	1354	2291	6505	7794	5980
YNL240C	chrXIV	198502	199977	-	1476	736	741	822	920	952	848
YNL239W	chrXIV	200569	201933	+	1365	2688	1741	2060	3204	3088	3382
YNL238W	chrXIV	202428	204872	+	2445	1127	867	1180	764	813	967
YNL237W	chrXIV	205188	206567	+	1380	362	249	371	1016	1442	1231
YNL236W	chrXIV	206930	209854	+	2925	502	363	513	518	396	511
YNL235C	chrXIV	209548	209979	-	432	0	8	3	8	6	7
YNL234W	chrXIV	210233	211513	+	1281	426	324	812	1062	1095	968
YNL233W	chrXIV	211922	214600	+	2679	517	437	442	549	423	469
YNL232W	chrXIV	214923	215801	+	879	1666	1718	1523	1540	869	962
YNL231C	chrXIV	215987	217042	-	1056	4419	4851	4295	4506	1764	2290
YNL230C	chrXIV	217523	218662	-	1140	241	181	313	335	387	498
YNL229C	chrXIV	219137	220201	-	1065	2551	2424	2442	2790	2507	2327
YNL228W	chrXIV	220645	221421	+	777	1	1	1	0	0	3
YNL227C	chrXIV	220659	222431	-	1773	268	181	226	169	75	104
YNL226W	chrXIV	222239	222649	+	411	5	6	3	10	9	8
YNL225C	chrXIV	222724	224469	-	1746	710	834	966	581	892	929
YNL224C	chrXIV	224796	227099	-	2304	624	573	806	961	1129	1093
YNL223W	chrXIV	227370	228854	+	1485	397	361	596	875	1517	1374
YNL222W	chrXIV	229094	229714	+	621	717	824	796	598	871	816
snR19	chrXIV	230105	230672	-	568	63	78	196	55	64	74
YNL221C	chrXIV	231068	233695	-	2628	1129	1004	1109	847	468	612
YNL220W	chrXIV	234413	235714	+	1302	3053	3395	4358	2957	1910	2809
YNL219C	chrXIV	235996	237663	-	1668	984	695	855	1287	1571	1198
YNL218W	chrXIV	238238	240001	+	1764	318	287	379	408	368	259
YNL217W	chrXIV	240331	241311	+	981	3183	3271	2545	2951	1915	1734
YNL216W	chrXIV	241689	244172	+	2484	1125	994	1402	1072	806	959
YNL215W	chrXIV	244468	245430	+	963	984	947	1146	1724	2315	2226
YNL214W	chrXIV	245617	246216	+	600	351	396	388	285	530	492
YNL213C	chrXIV	246460	247104	-	645	623	556	670	946	1224	950
YNL212W	chrXIV	247461	249809	+	2349	1177	1139	1423	1453	1881	1866
YNL211C	chrXIV	250055	250315	-	261	264	325	283	293	254	314
YNL210W	chrXIV	250931	251743	+	813	44	53	104	68	35	50
YNL209W	chrXIV	252059	253900	+	1842	14565	11279	13391	7005	2001	3538
YNL208W	chrXIV	254418	255017	+	600	5453	4288	6883	18668	21925	21091
